chromosome	position	strand	refGenome	reads	subject	externalSampleID	internalSampleID	cellType	timePoint	estAbund	relAbund	nearestFeature	inFeature	nearestFeatureStrand	inFeatureExon	nearestFeatureDist	nearestOncoFeature	nearestOncoFeatureDist
chr19	28062016	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LOC101927151	FALSE	+	FALSE	37046	CCNE1	-1749976
chr19	28956035	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LINC00906	FALSE	+	FALSE	-9094	CCNE1	-855957
chr19	29965048	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	URI1	TRUE	+	FALSE	0	CCNE1	140730
chr19	30234643	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ZNF536	FALSE	+	FALSE	-137748	CCNE1	410325
chr19	30261076	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ZNF536	FALSE	+	FALSE	-111315	CCNE1	436758
chr19	33018254	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	RHPN2	TRUE	-	FALSE	-0	CEBPA	281678
chr19	33860391	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	6	0.11811023622047244	KCTD15	FALSE	+	FALSE	44629	CEBPA	-557826
chr19	34475902	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	UBA2	FALSE	+	FALSE	6008	FXYD5	-678818
chr19	34671781	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	SCGB1B2P	TRUE	-	FALSE	0	FXYD5	-482939
chr19	39466088	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	SUPT5H	TRUE	+	FALSE	-0	PLEKHG2	37672
chr19	40048397	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ZNF780B	TRUE	-	FALSE	0	AKT2	181918
chr19	41300864	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	HNRNPUL1	TRUE	+	FALSE	-0	TGFB1	29457
chr19	41753693	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	CEACAM6	FALSE	+	FALSE	-1825	CEACAM7	-65415
chr19	43368286	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	CD177	FALSE	+	FALSE	5113	LYPD3	92506
chr19	50499377	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	JOSD2	FALSE	-	FALSE	6618	KLK2	-374054
chr19	54008899	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	CACNG6	TRUE	+	FALSE	-0	TFPT	98112
chr19	54514400	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LAIR2	FALSE	+	FALSE	3709	TFPT	-398724
chr19	55313775	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	TMEM150B	TRUE	-	FALSE	-0	PTPRH	-104268
chr19	6291203	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MLLT1	FALSE	-	FALSE	-11254	MLLT1	-11254
chr19	7767520	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	CLEC4M	TRUE	+	TRUE	-0	ELAVL1	191051
chr19	9498699	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ZNF560	FALSE	-	FALSE	-95	MUC16	-517356
chr19	12597659	+	hg38	75	testPatient	testPatient	GTSP9998	T-CELLS	M1	3	0.05905511811023622	ZNF490	TRUE	-	FALSE	0	JUNB	-193835
chr19	18364920	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	PGPEP1	TRUE	+	TRUE	-0	GDF15	-21038
chr19	20354558	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ZNF826P	FALSE	-	FALSE	44098	BORCS8-MEF2B	-1161966
chr19	20720861	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ZNF66	FALSE	+	FALSE	-55386	BORCS8-MEF2B	-1528269
chr19	20962130	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ZNF85	FALSE	+	FALSE	11432	BORCS8-MEF2B	-1769538
chr19	22558502	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LINC01233	FALSE	+	FALSE	25007	BORCS8-MEF2B	-3365910
chr19	29686968	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	PLEKHF1	FALSE	+	FALSE	11490	CCNE1	-125024
chr19	34939819	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ZNF30	TRUE	+	FALSE	-0	FXYD5	-214901
chr19	35875547	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	APLP1	TRUE	+	FALSE	-0	ZNF146	-339053
chr19	39106976	+	hg38	50	testPatient	testPatient	GTSP9998	T-CELLS	M1	2	0.03937007874015748	ACP7	TRUE	+	TRUE	-0	PAF1	278651
chr19	43680426	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	PLAUR	FALSE	-	FALSE	-10079	PLAUR	-10079
chr19	48165008	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LIG1	TRUE	-	FALSE	0	CARD8	38138
chr19	48746570	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	IZUMO1	TRUE	-	TRUE	0	BAX	-208288
chr19	49929925	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ATF5	TRUE	+	FALSE	0	ATF5	0
chr19	50256102	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MYH14	TRUE	+	FALSE	0	ATF5	322165
chr19	51707863	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	SPACA6	FALSE	+	FALSE	2672	MIR125A	14523
chr19	53165243	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ZNF665	TRUE	-	TRUE	-0	ZNF331	-355678
chr19	53729816	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MIR518E	FALSE	+	FALSE	-20	ZNF331	149546
chr19	53903122	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	PRKCG	TRUE	+	TRUE	-0	TFPT	203889
chr19	7218696	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	INSR	TRUE	-	FALSE	0	VAV1	361329
chr19	7634109	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	PCP2	FALSE	-	FALSE	-360	ELAVL1	324462
chr2	10545526	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	NOL10	FALSE	-	FALSE	25238	E2F6	898847
chr2	10792516	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	PDIA6	TRUE	-	FALSE	-0	E2F6	651857
chr2	117903745	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	CCDC93	FALSE	-	FALSE	11731	RALB	-2349091
chr2	133926739	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MIR3679	FALSE	+	FALSE	-200384	ARHGEF4	2879485
chr2	136905884	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	THSD7B	TRUE	+	FALSE	0	ARHGEF4	5858630
chr2	139958981	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LRP1B	FALSE	-	FALSE	272444	ZEB2	4425392
chr2	146036691	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	PABPC1P2	FALSE	+	FALSE	-550364	ZEB2	-1516299
chr2	155661758	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LINC01876	FALSE	-	FALSE	358775	GALNT5	-1595838
chr2	156575929	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	GPD2	TRUE	+	FALSE	-0	GALNT5	-681667
chr2	185902822	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	FSIP2	FALSE	+	FALSE	69532	DIRC1	2830914
chr2	186406243	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ZC3H15	FALSE	+	FALSE	-79913	DIRC1	2327493
chr2	189668870	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ASNSD1	TRUE	+	FALSE	-0	PMS1	-115213
chr2	209450408	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MAP2	TRUE	+	FALSE	0	MAP2	0
chr2	212691676	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LINC01878	FALSE	+	FALSE	-103653	ERBB4	-153047
chr2	238733949	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	TWIST2	FALSE	+	FALSE	-114081	HDAC4	314217
chr2	27701256	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LINC01460	FALSE	-	FALSE	4528	FOSL2	-691654
chr2	32788376	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	TTC27	TRUE	+	FALSE	-0	BIRC6	169476
chr2	33744110	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LINC01317	TRUE	+	FALSE	0	BIRC6	1125210
chr2	52899196	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MIR4431	FALSE	-	FALSE	-196580	RTN4	2072991
chr2	73391472	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ALMS1	TRUE	+	FALSE	0	LOXL3	1140784
chr2	77087965	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LRRTM4	TRUE	-	FALSE	-0	REG3A	2069039
chr2	78143950	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LOC101927967	TRUE	-	FALSE	0	REG3A	1013054
chr2	8967221	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MBOAT2	TRUE	-	FALSE	0	ID2	282767
chr2	96356497	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	NCAPH	TRUE	+	FALSE	-0	NEURL3	141144
chr2	98251406	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	VWA3B	TRUE	+	FALSE	-0	AFF3	1295845
chr2	98770253	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LOC101927070	TRUE	-	FALSE	0	AFF3	776998
chr2	118458398	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LOC101927709	FALSE	-	FALSE	141383	RALB	-1794438
chr2	120743308	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	GLI2	FALSE	+	FALSE	-53981	GLI2	-53981
chr2	135139224	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	RAB3GAP1	TRUE	+	FALSE	-0	ARHGEF4	4091970
chr2	136142417	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	CXCR4	FALSE	-	FALSE	-24261	ARHGEF4	5095163
chr2	145639553	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	TEX41	FALSE	+	FALSE	562823	ZEB2	-1119161
chr2	150577644	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LINC01920	FALSE	-	FALSE	-5422	ACVR2A	2646816
chr2	162557904	+	hg38	100	testPatient	testPatient	GTSP9998	T-CELLS	M1	4	0.07874015748031496	KCNH7	TRUE	-	FALSE	-0	GALNT5	5239412
chr2	213007928	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	IKZF2	TRUE	-	TRUE	-0	IKZF2	-0
chr2	231093760	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	PSMD1	TRUE	+	FALSE	0	PTMA	-614763
chr2	232172561	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	DIS3L2	TRUE	+	FALSE	-0	PTMA	459019
chr2	236206575	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ASB18	TRUE	-	FALSE	-0	ACKR3	-363160
chr2	27534025	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	GCKR	FALSE	+	FALSE	10340	FOSL2	-858885
chr2	38341178	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ATL2	TRUE	-	FALSE	0	EIF2AK2	-1184130
chr2	41098610	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	SLC8A1	FALSE	-	FALSE	-586174	EML4	-1070726
chr2	43706219	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	PLEKHH2	TRUE	+	FALSE	-0	THADA	-110172
chr2	54255166	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ACYP2,TSPYL6	TRUE	+,-	TRUE	0	RTN4	717021
chr2	61829488	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	FAM161A	TRUE	-	FALSE	-0	PUS10	-811228
chr2	6260931	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LINC01247	FALSE	-	FALSE	105077	SOX11	559545
chr2	64579539	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	AFTPH	TRUE	+	TRUE	-0	RAB1A	507313
chr2	81876157	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LINC01815	FALSE	-	FALSE	-409210	REG3A	-2716402
chr2	96752326	+	hg38	75	testPatient	testPatient	GTSP9998	T-CELLS	M1	3	0.05905511811023622	CNNM4	FALSE	+	FALSE	-8574	CNNM4	-8574
chr20	13643475	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	TASP1	FALSE	-	FALSE	-4538	JAG1	-2969428
chr20	14154348	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MACROD2	TRUE	+	FALSE	0	JAG1	-3480301
chr20	15679564	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MACROD2	TRUE	+	FALSE	-0	SNX5	2262030
chr20	18497489	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	RBBP9	FALSE	-	FALSE	-245	KAT14	309101
chr20	22379281	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LOC284788	FALSE	-	FALSE	21050	NKX2-2	-865254
chr20	2769091	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	EBF4	FALSE	+	FALSE	8982	CDC25B	-1017679
chr20	29269402	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	FRG2EP	FALSE	-	FALSE	144671	BCL2L1	2395048
chr20	32636603	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	C20orf203	TRUE	-	FALSE	-0	MAPRE1	-183288
chr20	42286015	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	PTPRT	TRUE	-	FALSE	-0	PTPRT	-0
chr20	44554412	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	PKIG	TRUE	+	FALSE	0	PKIG	0
chr20	4462436	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ADRA1D	FALSE	-	FALSE	-213423	RASSF2	317585
chr20	45411287	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	SYS1-DBNDD2,DBNDD2	FALSE	+,+	FALSE	-676	SDC4	-62862
chr20	4648551	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	PRNP	FALSE	+	FALSE	-37541	RASSF2	131470
chr20	48943492	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ARFGEF2	TRUE	+	FALSE	0	CSE1L	-102752
chr20	49139818	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	STAU1	TRUE	-	FALSE	-0	CSE1L	42857
chr20	50502757	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	PTPN1	FALSE	+	FALSE	-7562	BCAS4	-292135
chr20	55877472	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	CBLN4	FALSE	-	FALSE	119883	AURKA	491915
chr20	59402343	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	EDN3	FALSE	+	FALSE	76350	NELFCD	407209
chr20	60367560	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MIR646HG	FALSE	+	FALSE	45303	NELFCD	1372426
chr20	60481319	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MIR4533	FALSE	+	FALSE	3137	NELFCD	1486185
chr20	6606829	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	CASC20	FALSE	+	FALSE	78369	PCNA	-1480206
chr20	7548960	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MIR8062	FALSE	+	FALSE	177267	PLCB1	-583303
chr20	10847775	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LOC101929413	FALSE	-	FALSE	27556	JAG1	-173728
chr20	12346502	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	BTBD3	FALSE	+	FALSE	419906	JAG1	-1672455
chr20	14499011	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MACROD2	TRUE	+	FALSE	0	SNX5	3442583
chr20	14845741	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MACROD2	TRUE	+	FALSE	0	SNX5	3095853
chr20	19361623	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	SLC24A3	TRUE	+	FALSE	0	KAT14	1173235
chr20	20875065	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	RALGAPA2	FALSE	-	FALSE	-162441	KIZ	-250908
chr20	35326230	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	UQCC1	TRUE	-	FALSE	-0	ERGIC3	-215797
chr20	36026892	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	CNBD2	TRUE	+	FALSE	-0	PHF20	76525
chr20	38376206	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LBP	TRUE	+	FALSE	-0	PPP1R16B	-429485
chr20	4077368	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	RNF24	FALSE	-	FALSE	-61776	CDC25B	271246
chr20	4093035	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	SMOX	FALSE	+	FALSE	-55742	CDC25B	286913
chr20	4221659	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ADRA1D	TRUE	-	TRUE	-0	CDC25B	415537
chr20	42895517	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	PTPRT	TRUE	-	FALSE	0	PTPRT	0
chr20	42972262	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	PTPRT	TRUE	-	FALSE	0	PTPRT	0
chr20	48874867	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ARFGEF2	FALSE	+	FALSE	-46869	PREX1	-46983
chr20	49753547	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	B4GALT5	FALSE	-	FALSE	-39662	B4GALT5	-39662
chr20	50884130	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ADNP	FALSE	-	FALSE	4786	BCAS4	6952
chr20	60296756	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MIR646HG	TRUE	+	FALSE	-0	NELFCD	1301622
chr20	61936528	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	CDH4	TRUE	+	FALSE	-0	SS18L1	-207190
chr20	62101139	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LSM14B	FALSE	+	FALSE	-21320	SS18L1	-42579
chr20	63856167	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	ABHD16B	FALSE	+	FALSE	-5044	TNFRSF6B	157468
chr20	6596482	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	CASC20	FALSE	+	FALSE	68022	PCNA	-1469859
chr20	696192	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	SCRT2	FALSE	-	FALSE	-20012	CSNK2A1	-152353
chr21	14965724	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	NRIP1	TRUE	-	TRUE	-0	NRIP1	-0
chr21	15385687	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	NRIP1	FALSE	-	FALSE	-320881	NRIP1	-320881
chr21	16030028	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MIR99AHG	FALSE	+	FALSE	-40458	MIR125B2	-560207
chr21	16271731	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MIR99AHG	TRUE	+	FALSE	0	MIR125B2	-318504
chr21	17927696	-	hg38	100	testPatient	testPatient	GTSP9998	T-CELLS	M1	4	0.07874015748031496	CHODL	TRUE	+	FALSE	0	MIR125B2	1337370
chr21	19053839	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MIR548XHG	FALSE	-	FALSE	-294026	MIR125B2	2463513
chr21	21535379	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	NCAM2	TRUE	+	FALSE	-0	MIR125B2	4945053
chr21	24022422	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LINC01689	FALSE	-	FALSE	282126	ADAMTS1	2813863
chr21	25767842	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	GABPA	TRUE	+	FALSE	-0	ADAMTS1	1068443
chr21	30237443	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	CLDN8	FALSE	-	FALSE	-21291	TIAM1	880973
chr21	31368912	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	TIAM1	TRUE	-	FALSE	0	TIAM1	0
chr21	32127639	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LINC00159	FALSE	-	FALSE	-41343	TIAM1	-568551
chr21	32249815	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MIS18A	FALSE	-	FALSE	18402	TIAM1	-690727
chr21	34351970	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	KCNE2	FALSE	+	FALSE	-12052	RUNX1	435829
chr21	36025307	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	SETD4	FALSE	-	FALSE	9232	DOPEY2	-131473
chr21	38135370	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	DSCR8	TRUE	+	FALSE	0	ERG	231889
chr21	45618800	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LINC01694	FALSE	+	FALSE	15743	SLC19A1	-55684
chr21	46302714	-	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	C21orf58	TRUE	-	FALSE	-0	S100B	295902
chr21	15185318	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	NRIP1	FALSE	-	FALSE	-120512	NRIP1	-120512
chr21	17602662	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	BTG3	TRUE	-	FALSE	-0	MIR125B2	1012336
chr21	18832581	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MIR548XHG	FALSE	-	FALSE	-72768	MIR125B2	2242255
chr21	20290031	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LINC02573	FALSE	-	FALSE	-31345	MIR125B2	3699705
chr21	20850115	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LINC00320	FALSE	-	FALSE	-47006	MIR125B2	4259789
chr21	20888734	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LINC00320	FALSE	-	FALSE	-85625	MIR125B2	4298408
chr21	22458543	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	LINC00308	FALSE	+	FALSE	342014	ADAMTS1	4377742
chr21	23076360	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	MIR6130	FALSE	+	FALSE	-2922	ADAMTS1	3759925
chr21	31143215	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	TIAM1	TRUE	-	FALSE	-0	TIAM1	-0
chr21	31648505	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	SOD1	FALSE	+	FALSE	-11115	TIAM1	-89417
chr21	31936677	+	hg38	125	testPatient	testPatient	GTSP9998	T-CELLS	M1	5	0.09842519685039369	HUNK	TRUE	+	FALSE	0	TIAM1	-377589
